species;genus;family;Order;class
Ilex sintenisii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ptarima;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex microstricta;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex melanotricha;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex mathewsii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex mamillata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex macfadyenii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex longicaudata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex insignis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hypaneura;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hanceana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gracilis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex godajam;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gintungensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dunniana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex daphnogenea;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex brandegeeana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex anonoides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex amboroica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex suaveolens;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex shennongjiaensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex yunnanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chinensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex litseifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sugerokii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex mucronata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex amelanchier;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex lonicerifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pedunculosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex colchica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex perado;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex aquifolium;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex uraiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex formosana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ficoidea;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex fargesii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex latifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ciliospinosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hylonoma;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex buergeri;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex latifrons;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pernyi;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex georgei;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex bioritsensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex corallina;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cochinchinensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dabieshanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hainanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pentagona;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cyrtura;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dipyrena;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex confertiflora;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex integra;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cornuta;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex zhejiangensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex kaushue;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex anomala;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex laurina;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex paraguariensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex discolor;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nitida;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex affinis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hippocrateoides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex conocarpa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex lundii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chamaebuxus;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dumosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pubescens;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex crenata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex maximowicziana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex viridis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex triflora;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cassine;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex myrtifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dugesii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex opaca;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex rubra;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex argentina;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex vomitoria;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex decidua;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex longipes;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nothofagifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hookeri;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex intricata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex macropoda;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex kusanoi;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex macrocarpa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex mitis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hayatana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pubilimba;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tutcheri;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex memecylifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex wilsonii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex goshiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex lohfauensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex excelsa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex polyneura;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex micrococca;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chapaensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex rotunda;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex fragilis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex laevigata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex verticillata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ambigua;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex liebmannii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hirsuta;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex theizans;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex microdonta;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex guianensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex quercetorum;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex teratopis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex integerrima;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex retusa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex brevicuspis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pseudobuxus;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex brasiliensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex arimensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tsoi;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex taubertiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex elmerrilliana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sideroxyloides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex krugiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cuthbertii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cookii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex volkensiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex urbaniana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex szechwanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex obcordata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex kunthiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex umbellata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dioica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex myricoides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tetramera;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex delavayi;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex manneiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex soderstromii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chingiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nervosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex atrata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex neblinensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex boliviana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex mandonii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex metabaptista;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex intermedia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex vismiifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gundlachiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex scopulorum;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex costaricensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cerasifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex laureola;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex quitensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex truxillensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex floribunda;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex velutina;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex savannarum;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dasyphylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex uniflora;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nuculicava;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex spruceana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex kengii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex magnifructa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex tsangii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ficifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex grandis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex martiniana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sessiliflora;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex abscondita;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex acutidenticulata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex aggregata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex altiplana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex amazonensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex amplifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex amygdalina;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex andicola;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex angulata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex aracamuniana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ardisiifrons;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex arisanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex austrosinensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex bahiahondica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex bidens;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex biserrulata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex brachyphylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex brevipedicellata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex buxoides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex casiquiarensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex championii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chengbuensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chengkouensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cheniana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chiriquensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex chuniana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ciliolata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cinerea;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex clementis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex colombiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex condensata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cowanii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex crassifolioides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cupreonitens;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex cuzcoana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex danielis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex davidsei;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dehongensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex denticulata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dianguiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dicarpa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex diospyroides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex diuretica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex divaricata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex dolichopoda;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex editicostata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex elliptica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex embelioides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ericoides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex euryoides;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex fanshawei;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex fengqingensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ferruginea;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex forrestii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex franchetiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex friburgensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gabinetensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gabrielleana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gardneriana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex glabella;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex glaucophylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gleasoniana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex glomerata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex gotardensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex goudotii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex graciliflora;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex guaiquinimae;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex guangnanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex guayusa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex guizhouensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex haberi;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hemiepiphytica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex holstii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex huachamacariana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex hualgayoca;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ignicola;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex inundata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex jauaensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex jelskii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex jenmanii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex jiaolingensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex jinyunensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex julianii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex juttana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex karuaiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex khasiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex kiangsiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex kobuskiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex kwangtungensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex lamprophylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex lancilimba;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex lasseri;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex liana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex liangii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex linii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex longipetiolata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex longzhouensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex loretoica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex maasiana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex macarenensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex machilifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex maclurei;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex malabarica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex marahuacae;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex marginata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex marlipoensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex maxima;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex medogensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex micrantha;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex microphylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nanningensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nayana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ningdeensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nitidissima;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex nubicola;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex oblonga;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex obtusata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex odorata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex oliveriana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex omeiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ovalifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ovalis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pallida;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex parvifructa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex paujiensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex perlata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pernervata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex petiolaris;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pingnanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex polita;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex polypyrena;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex psammophila;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pseudoebenacea;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pseudomachilifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pseudo-odorata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex ptariana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pubigera;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex punctatilimba;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pustulosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex pyrifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex qianlingshanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex qingyuanensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex rimbachii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex robustinervosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex rugulosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sapiiformis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sapotifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex schwackeana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sessilifructa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex shimeica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sikkimensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sinica;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sipapoana;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex skutchii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex socorroensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex solida;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex spinulosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex stellata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex sterrophylla;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex stewardii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex steyermarkii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex strigillosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex subficoidea;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex subodorata;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex subrotundifolia;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex subrugosa;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex suichangensis;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex suprema;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
Ilex suzukii;Ilex;Aquifoliaceae;Aquifoliales;Magnoliopsida
